,director_name,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,actor_3_name,country,content_rating,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
3547,Arie Posin,108.0,436.0,John Heard,710.0,49526.0,Comedy|Drama,Rory Culkin,Tim DeKay,USA,R,6800000.0,697.0,7.0,1000.0
3548,Damian Nieman,101.0,83.0,Jason Cerbone,240.0,10696.0,Crime|Thriller,Glenn Plummer,Mark De Alessandro,USA,R,6800000.0,83.0,6.4,413.0
3554,John R. Leonetti,99.0,300.0,Annabelle Wallis,1000.0,84263837.0,Horror|Mystery,Alfre Woodard,Gabriel Bateman,USA,R,6500000.0,421.0,5.4,45000.0
3560,Stephen Sommers,108.0,689.0,Frances Conroy,876.0,24103594.0,Adventure|Comedy|Drama|Family,Curtis Armstrong,Anne Heche,USA,PG,6500000.0,827.0,6.2,391.0
3562,Nicole Holofcener,88.0,180.0,Marin Hinkle,435.0,13367101.0,Comedy|Drama|Romance,Greg Germann,Jake Cherry,USA,R,6500000.0,230.0,5.9,515.0
3564,Louis Morneau,91.0,91.0,Bob Gunton,730.0,10149779.0,Horror|Sci-Fi|Thriller,Leon,Ned Bellamy,USA,PG-13,6500000.0,461.0,3.6,342.0
3568,Sterling Van Wagenen,100.0,266.0,Eric Johnson,1000.0,2024854.0,Drama|Western,Emily Podleski,Brenda Strong,USA,PG-13,6500000.0,373.0,6.6,19.0
3570,Michael Mayer,97.0,874.0,Matt Frewer,18000.0,1029017.0,Drama|Romance,Robin Wright,Sissy Spacek,USA,R,6500000.0,986.0,6.8,1000.0
3581,Randal Kleiser,110.0,898.0,Stockard Channing,1000.0,181360000.0,Musical|Romance,Olivia Newton-John,Sid Caesar,USA,PG-13,6000000.0,944.0,7.2,13000.0
3590,Gary Hardwick,106.0,578.0,Tatyana Ali,3000.0,27457409.0,Comedy|Drama,Julie Benz,Jenifer Lewis,USA,R,6000000.0,685.0,6.3,478.0
3591,Rick Famuyiwa,106.0,328.0,Tamala Jones,865.0,25047631.0,Comedy|Drama|Romance,Omar Epps,Richard T. Jones,USA,R,6000000.0,405.0,6.9,990.0
3592,Bryan Singer,106.0,574.0,Chazz Palminteri,18000.0,23272306.0,Crime|Drama|Mystery|Thriller,Kevin Spacey,Kevin Pollak,USA,R,6000000.0,979.0,8.6,28000.0
3593,Stephen Hopkins,89.0,92.0,Kelly Jo Minter,321.0,22168359.0,Fantasy|Horror|Romance|Thriller,Lisa Wilcox,Matthew Borlenghi,USA,X,8000000.0,101.0,5.1,1000.0
3595,Darren Aronofsky,109.0,120.0,John D'Leo,1000.0,26236603.0,Drama|Sport,Mark Margolis,Ajay Naidu,USA,R,6000000.0,245.0,7.9,10000.0
3596,King Vidor,144.0,332.0,Lillian Gish,469.0,20400000.0,Drama|Romance|Western,Joseph Cotten,Jennifer Jones,USA,Unrated,8000000.0,436.0,6.9,403.0
3599,Spike Lee,121.0,182.0,Ossie Davis,413.0,14545844.0,Comedy|Drama|Musical,Tisha Campbell-Martin,Bill Nunn,USA,R,6500000.0,282.0,5.8,624.0
3600,Fred Savage,89.0,405.0,Brian Doyle-Murray,555.0,13235267.0,Comedy|Family,Lochlyn Munro,Tamala Jones,USA,PG,6000000.0,484.0,2.9,256.0
3606,Rusty Cundieff,98.0,360.0,Clarence Williams III,1000.0,11797927.0,Comedy|Horror|Thriller,Corbin Bernsen,David Alan Grier,USA,R,6000000.0,475.0,6.1,985.0
3608,Dominique Othenin-Girard,96.0,120.0,Tamara Glynn,742.0,11642254.0,Horror|Thriller,Donald Pleasence,Troy Evans,USA,X,3000000.0,256.0,5.2,926.0
3609,Richard Linklater,99.0,84.0,Brandon Smith,11000.0,9203192.0,Comedy|Crime|Drama,Matthew McConaughey,Rick Dial,USA,PG-13,5000000.0,106.0,6.8,15000.0
3613,Brian Klugman,102.0,10000.0,Bradley Cooper,24000.0,11434867.0,Drama|Mystery|Romance|Thriller,J.K. Simmons,Olivia Wilde,USA,PG-13,6000000.0,14000.0,7.1,21000.0
3614,Matt Piedmont,84.0,546.0,Adrian Martinez,8000.0,5895238.0,Comedy|Western,Will Ferrell,Luis E. Carazo,USA,R,6000000.0,806.0,5.5,9000.0
3617,Deb Hagan,94.0,664.0,Alona Tal,1000.0,4693919.0,Comedy,Drake Bell,Haley Bennett,USA,R,6500000.0,1000.0,4.6,422.0
3620,Zach Cregger,90.0,263.0,Windell Middlebrooks,373.0,4542775.0,Comedy|Romance,Hugh M. Hefner,Raquel Alessi,USA,R,6000000.0,308.0,5.1,985.0
3628,David Atkins,95.0,15.0,Lynne Thigpen,244.0,2025238.0,Comedy|Crime|Drama|Thriller,Chelcie Ross,Polly Noonan,USA,R,6000000.0,230.0,5.8,289.0
3634,Sylvio Tabet,107.0,284.0,Kari Wuhrer,721.0,869325.0,Action|Adventure|Fantasy|Sci-Fi,Michael Berryman,Marc Singer,USA,PG-13,6000000.0,514.0,3.8,125.0
3639,Joey Lauren Adams,97.0,90.0,Diane Ladd,596.0,117560.0,Drama|Romance,Tim Blake Nelson,Ritchie Montgomery,USA,R,6000000.0,206.0,6.2,224.0
3642,S.R. Bindler,85.0,499.0,Scott Glenn,11000.0,36497.0,Comedy,Matthew McConaughey,Sarah Wright,USA,R,6000000.0,826.0,4.7,850.0
3663,John Sayles,141.0,501.0,Edie Falco,688.0,3064356.0,Drama|Romance,Miguel Ferrer,Timothy Hutton,USA,PG-13,5600000.0,659.0,6.9,160.0
3664,Preston A. Whitmore II,95.0,255.0,Wayne Brady,592.0,7009668.0,Action|Sport,Wesley Jonathan,Eva Marcille,USA,PG-13,5600000.0,378.0,2.1,244.0
3672,Joseph Gordon-Levitt,90.0,694.0,Scarlett Johansson,23000.0,24475193.0,Comedy|Drama|Romance,Joseph Gordon-Levitt,Tony Danza,USA,R,3000000.0,19000.0,6.6,33000.0
3674,Terry Zwigoff,111.0,722.0,Steve Buscemi,19000.0,6200756.0,Comedy|Drama,Scarlett Johansson,T.J. Thyne,USA,R,7000000.0,12000.0,7.4,5000.0
3679,James Cox,104.0,93.0,Louis Lombardi,715.0,1056102.0,Crime|Drama|Mystery|Thriller,Alexis Dziena,Franky G,USA,R,5000000.0,436.0,6.6,1000.0
3681,James Toback,99.0,781.0,Eric Stoltz,4000.0,56007.0,Comedy|Crime|Drama|Romance|Thriller,Sarah Michelle Gellar,Joey Lauren Adams,USA,R,5500000.0,902.0,4.9,113.0
3687,George Ratliff,96.0,38.0,Cree Kelly,472.0,27445.0,Action|Comedy|Drama|Thriller,Jim Gaffigan,Mike Eshaq,USA,R,9000000.0,39.0,5.3,1000.0
3688,David Wain,96.0,139.0,Ken Marino,4000.0,766487.0,Comedy|Romance,Jon Hamm,Ron Silver,USA,R,5250000.0,543.0,5.0,915.0
3696,James Wan,106.0,482.0,Barbara Hershey,852.0,83574831.0,Fantasy|Horror|Thriller,Lin Shaye,Leigh Whannell,USA,PG-13,5000000.0,618.0,6.6,35000.0
3698,Dan Trachtenberg,104.0,82.0,John Gallagher Jr.,14000.0,71897215.0,Drama|Horror|Mystery|Sci-Fi|Thriller,Bradley Cooper,Sumalee Montano,USA,PG-13,15000000.0,338.0,7.3,33000.0
3701,Henry Joost,94.0,434.0,Sprague Grayden,581.0,104007828.0,Horror,Johanna Braddy,Christopher Nicholas Smith,USA,R,5000000.0,438.0,5.8,24000.0
3702,Stiles White,89.0,704.0,Shelley Hennig,852.0,50820940.0,Fantasy|Horror,Lin Shaye,Daren Kagasoff,USA,PG-13,5000000.0,707.0,4.4,18000.0
3704,Joel Edgerton,108.0,458.0,Allison Tolman,1000.0,43771291.0,Mystery|Thriller,Busy Philipps,Wendell Pierce,USA,R,5000000.0,562.0,7.1,15000.0
3706,Henry Joost,96.0,113.0,Brendon Eggertsen,235.0,53884821.0,Horror,Matt Shively,Alisha Boe,USA,R,5000000.0,119.0,4.6,26000.0
3709,Rachel Talalay,93.0,581.0,Tom Arnold,40000.0,34872293.0,Comedy|Fantasy|Horror|Thriller,Johnny Depp,Yaphet Kotto,USA,R,8500000.0,618.0,4.9,963.0
3712,Christopher Landon,101.0,332.0,Gloria Sandoval,510.0,32453345.0,Fantasy|Horror|Thriller,Richard Cabral,Molly Ephraim,USA,R,5000000.0,358.0,5.0,10000.0
3714,Jean-Marc Vallée,117.0,896.0,Jennifer Garner,11000.0,27296514.0,Biography|Drama,Matthew McConaughey,Denis O'Hare,USA,R,5000000.0,3000.0,8.0,65000.0
3716,Christopher Nolan,113.0,379.0,Thomas Lennon,716.0,25530884.0,Mystery|Thriller,Callum Rennie,Jorja Fox,USA,R,9000000.0,651.0,8.5,40000.0
3717,Mike Flanagan,104.0,202.0,Rory Cochrane,972.0,27689474.0,Horror|Mystery,James Lafferty,Garrett Ryan,USA,R,5000000.0,407.0,6.5,23000.0
3720,Nat Faxon,103.0,424.0,Liam James,7000.0,21501098.0,Comedy|Drama,Steve Carell,Jim Rash,USA,PG-13,5000000.0,468.0,7.4,22000.0
3721,George Jackson,94.0,287.0,Tisha Campbell-Martin,901.0,19281235.0,Comedy|Drama|Music|Romance,William Schallert,Helen Martin,USA,R,5000000.0,413.0,5.1,232.0
3723,Maurice Joyce,77.0,73.0,Constance Shulman,2000.0,19421271.0,Animation|Comedy|Family,Frank Welker,Alice Playten,USA,G,5000000.0,804.0,5.0,122.0
3724,Robert Duvall,134.0,77.0,Todd Allen,205.0,20733485.0,Drama,John Beasley,June Carter Cash,USA,PG-13,5000000.0,130.0,7.2,1000.0
3726,Jesse Peretz,90.0,1000.0,Adam Scott,11000.0,24809547.0,Comedy|Drama,Zooey Deschanel,Steve Coogan,USA,R,5000000.0,3000.0,6.4,11000.0
3728,Ice Cube,104.0,498.0,Monica Calhoun,1000.0,23031390.0,Comedy|Drama,Bernie Mac,Chrystale Wilson,USA,R,4500000.0,597.0,5.6,575.0
3730,John Erick Dowdle,93.0,161.0,Edwin Hodge,1000.0,21197315.0,Horror|Mystery|Thriller,Ben Feldman,Perdita Weeks,USA,R,5000000.0,200.0,6.1,14000.0
3732,Kasi Lemmons,109.0,426.0,Lynn Whitfield,2000.0,14821531.0,Drama,Jurnee Smollett-Bell,Diahann Carroll,USA,R,6000000.0,434.0,7.3,599.0
3733,Richard Glatzer,101.0,423.0,Hunter Parrish,17000.0,18656400.0,Drama,Kristen Stewart,Seth Gilliam,USA,PG-13,5000000.0,2000.0,7.5,45000.0
3736,Rob Hedden,100.0,65.0,Peter Mark Richman,935.0,14343976.0,Adventure|Horror,Kane Hodder,Scott Reeves,USA,R,5000000.0,120.0,4.5,1000.0
3737,Joel Zwick,95.0,249.0,Louis Mandylor,567.0,241437427.0,Comedy|Family|Romance,Nia Vardalos,Lainie Kazan,USA,PG,5000000.0,312.0,6.6,5000.0
3738,Harmony Korine,94.0,192.0,Heather Morris,11000.0,14123773.0,Crime|Drama,James Franco,Rachel Korine,USA,R,5000000.0,892.0,5.3,25000.0
3742,Mickey Liddell,82.0,664.0,Randy Wayne,1000.0,13350177.0,Drama|Horror|Thriller,Jessica Lowndes,Haley Bennett,USA,PG-13,5000000.0,984.0,3.8,562.0
3750,John Erick Dowdle,103.0,13.0,Claire Geare,155.0,27285953.0,Action|Thriller,Sterling Jerins,Sahajak Boonthanakit,USA,R,5000000.0,78.0,6.8,16000.0
3753,Michael Tiddes,92.0,355.0,Mike Epps,729.0,11675178.0,Comedy,Fred Willard,Russell Peters,USA,R,5000000.0,706.0,3.5,11000.0
3754,Bill Duke,99.0,409.0,Jenifer Lewis,849.0,10572742.0,Drama|Romance,Eddie Cibrian,Wood Harris,USA,PG-13,8000000.0,578.0,6.1,738.0
3756,Bille Woodruff,96.0,503.0,Brandy Norwood,927.0,9658370.0,Comedy|Romance,Donald Faison,Lauren London,USA,R,5000000.0,509.0,4.5,740.0
3757,Mamoru Hosoda,82.0,44.0,Colleen O'Shaughnessey,93.0,9628751.0,Action|Adventure|Animation|Family|Sci-Fi,Lara Jill Miller,Mona Marshall,USA,PG,5000000.0,45.0,5.9,207.0
3761,J.S. Cardone,90.0,560.0,Kerr Smith,847.0,6755271.0,Horror|Thriller,Brendan Fehr,Izabella Miko,USA,R,5000000.0,591.0,5.3,327.0
3765,Tamara Jenkins,91.0,572.0,Kevin Corrigan,1000.0,5480318.0,Comedy|Drama,Natasha Lyonne,Jessica Walter,USA,R,5000000.0,778.0,6.6,462.0
3767,Jon Favreau,95.0,334.0,Faizon Love,4000.0,5308707.0,Comedy|Crime|Drama|Thriller,Jon Favreau,Jonathan Silverman,USA,R,5000000.0,585.0,6.4,393.0
3778,Jake Kasdan,116.0,102.0,Ryan O'Neal,624.0,1980338.0,Comedy|Crime|Drama|Mystery|Thriller,Kim Dickens,Angela Featherstone,USA,R,5000000.0,385.0,7.0,507.0
3780,Paul Schrader,103.0,145.0,Jane Adams,722.0,1100000.0,Crime|Drama,Dana Delany,David Clennon,USA,R,5000000.0,280.0,6.8,247.0
3781,Michael Cuesta,112.0,688.0,Paz Vega,10000.0,2445646.0,Biography|Crime|Drama|Mystery|Thriller,Jeremy Renner,Robert Pralgo,USA,R,5000000.0,963.0,7.0,13000.0
3784,Jeremy Saulnier,95.0,233.0,Mark Webber,727.0,3219029.0,Crime|Horror|Music|Thriller,Alia Shawkat,Joe Cole,USA,R,5000000.0,442.0,7.1,10000.0
3788,Kevin Spacey,97.0,977.0,Joe Mantegna,10000.0,326308.0,Crime|Drama|Thriller,Viggo Mortensen,Faye Dunaway,USA,R,5000000.0,1000.0,6.1,225.0
3793,Nicholas Fackler,90.0,940.0,Ellen Burstyn,3000.0,124720.0,Drama|Romance,Adam Scott,Martin Landau,USA,PG,5000000.0,1000.0,7.3,777.0
3795,Morgan J. Freeman,90.0,697.0,John Heard,1000.0,99147.0,Drama,Ethan Suplee,Sara Gilbert,USA,R,2000000.0,697.0,6.2,69.0
3797,M. Night Shyamalan,94.0,99.0,Patch Darragh,432.0,65069140.0,Horror|Thriller,Ocean James,Olivia DeJonge,USA,PG-13,5000000.0,309.0,6.2,27000.0
3798,Brian De Palma,90.0,15.0,Daniel Stewart Sherman,343.0,65087.0,Crime|Thriller|War,Mike Figueroa,Kel O'Neill,USA,R,5000000.0,29.0,6.2,559.0
3825,Jeff Nichols,121.0,41.0,Shea Whigham,982.0,1729969.0,Drama|Thriller,Katy Mixon,Robert Longstreet,USA,R,5000000.0,463.0,7.4,14000.0
3848,Lana Wachowski,109.0,126.0,Kevin Michael Richardson,3000.0,3798532.0,Crime|Drama|Romance|Thriller,Christopher Meloni,Peter Spellos,USA,R,4500000.0,441.0,7.4,2000.0
3849,Darren Aronofsky,102.0,167.0,Mark Margolis,1000.0,3609278.0,Drama,Ellen Burstyn,Louise Lasser,USA,R,4500000.0,1000.0,8.4,38000.0
3854,Richard Kelly,133.0,701.0,Mary McDonnell,15000.0,727883.0,Drama|Sci-Fi|Thriller,Jake Gyllenhaal,James Duval,USA,R,4500000.0,933.0,8.1,33000.0
3857,Jonas Åkerlund,106.0,391.0,Nicholas Gonzalez,835.0,410241.0,Comedy|Crime|Drama,Patrick Fugit,Debbie Harry,USA,R,2000000.0,601.0,6.8,3000.0
3865,Agnieszka Wojtowicz-Vosloo,104.0,329.0,Josh Charles,14000.0,108229.0,Drama|Horror|Mystery|Thriller,Liam Neeson,Chandler Canterbury,USA,R,4500000.0,1000.0,5.9,7000.0
3867,Milos Forman,133.0,425.0,Michael Berryman,888.0,112000000.0,Drama,Scatman Crothers,Louise Fletcher,USA,R,4400000.0,721.0,8.7,32000.0
3879,Joe Wright,111.0,394.0,Cara Delevingne,20000.0,34964818.0,Adventure|Family|Fantasy,Hugh Jackman,Nonso Anozie,USA,PG,150000000.0,559.0,5.8,24000.0
3888,Sofia Coppola,101.0,11.0,Bill Murray,19000.0,44566004.0,Drama,Scarlett Johansson,Catherine Lambert,USA,R,4000000.0,13000.0,7.8,17000.0
3890,Cecil B. DeMille,152.0,132.0,Dorothy Lamour,232.0,36000000.0,Drama|Family|Romance,Gloria Grahame,Cornel Wilde,USA,Not Rated,4000000.0,178.0,6.7,625.0
3893,Henry Hobson,95.0,428.0,J.D. Evermore,584.0,131175.0,Drama|Horror,Joely Richardson,David A Cole,USA,PG-13,8500000.0,430.0,5.6,22000.0
3898,Rob Cohen,91.0,326.0,Hill Harper,3000.0,35385560.0,Mystery|Thriller,Ryan Guzman,Adam Hicks,USA,R,4000000.0,465.0,4.6,8000.0
3901,Lisa Cholodenko,106.0,712.0,Mia Wasikowska,14000.0,20803237.0,Comedy|Drama,Josh Hutcherson,Yaya DaCosta,USA,R,3500000.0,3000.0,7.1,16000.0
3902,John Carpenter,93.0,133.0,Peter Jason,355.0,13008928.0,Horror|Sci-Fi|Thriller,Meg Foster,George 'Buck' Flower,USA,R,4000000.0,151.0,7.3,27000.0
3906,Richard Linklater,165.0,127.0,Lorelei Linklater,230.0,25359200.0,Drama,Ellar Coltrane,Libby Villari,USA,R,4000000.0,193.0,8.0,92000.0
3909,DJ Pooh,93.0,69.0,Dr. Dre,522.0,10097096.0,Comedy,Angell Conwell,DJ Pooh,USA,R,4000000.0,231.0,4.6,842.0
3910,DJ Pooh,82.0,585.0,Mike Epps,939.0,9821335.0,Comedy,Mo'Nique,Faizon Love,USA,R,6000000.0,706.0,4.0,118.0
3911,Wayne Kramer,101.0,407.0,Paul Sorvino,658.0,8243880.0,Crime|Drama|Fantasy|Romance,Estella Warren,Shawn Hatosy,USA,R,3200000.0,636.0,7.0,762.0
3913,Patrick Stettner,81.0,710.0,Joe Morton,49000.0,7825820.0,Crime|Mystery|Thriller,Robin Williams,Rory Culkin,USA,R,4000000.0,780.0,5.9,576.0
3922,Steven Shainberg,104.0,296.0,Stephen McHattie,769.0,4046737.0,Comedy|Drama|Romance,Jeremy Davies,Lesley Ann Warren,USA,R,4000000.0,413.0,7.1,15000.0
3924,Oliver Stone,110.0,237.0,Zach Grenier,721.0,3468572.0,Drama,Michael Wincott,Bill Johnson,USA,R,4000000.0,246.0,7.3,816.0
3926,Jeff Franklin,94.0,545.0,Tyra Banks,834.0,2800000.0,Comedy,Ivana Milicevic,Bridgette Wilson-Sampras,USA,R,4000000.0,625.0,5.8,309.0
3927,John Dahl,93.0,90.0,Aaron Hughes,497.0,2426851.0,Comedy|Crime|Romance|Thriller,Philip Baker Hall,Jayne Eastwood,USA,R,4000000.0,113.0,6.5,830.0
3928,Mike Mills,96.0,71.0,Lou Taylor Pucci,730.0,1325073.0,Comedy|Drama,Kelli Garner,Nancy O'Dell,USA,R,4000000.0,394.0,6.6,708.0
3932,Ruggero Deodato,87.0,324.0,Eva LaRue,721.0,800000.0,Adventure|Fantasy,Michael Berryman,Richard Lynch,USA,R,4000000.0,576.0,4.8,550.0
3935,Mars Callahan,99.0,444.0,Ricky Schroder,979.0,562059.0,Drama|Thriller,Chazz Palminteri,Ernie Reyes Jr.,USA,R,4000000.0,665.0,7.0,872.0
3936,Mike Figgis,106.0,687.0,Saffron Burrows,2000.0,399793.0,Drama,Kelly Macdonald,Julian Sands,USA,R,4000000.0,811.0,5.4,111.0
3938,David Gordon Green,117.0,221.0,Tye Sheridan,12000.0,371897.0,Drama,Nicolas Cage,Ronnie Gene Blevins,USA,R,4000000.0,1000.0,6.9,11000.0
3940,Renny Harlin,102.0,195.0,Lane Smith,10000.0,354704.0,Crime|Drama|Horror|Thriller,Viggo Mortensen,Hal Landon Jr.,USA,R,1300000.0,633.0,5.9,314.0
3944,David Schwimmer,106.0,67.0,Jordan Trovillion,617.0,58214.0,Crime|Drama|Thriller,Noah Emmerich,Zoe Levin,USA,R,9500000.0,163.0,7.0,10000.0
3945,Barry Levinson,103.0,70.0,Brían F. O'Byrne,736.0,75078.0,Comedy,Anna Friel,Pauline McLynn,USA,R,14000000.0,450.0,6.3,132.0
3952,Stephen Kay,92.0,599.0,Marg Helgenberger,18000.0,12836.0,Biography|Drama,Keanu Reeves,Gretchen Mol,USA,R,4000000.0,759.0,5.8,161.0
3970,Victor Fleming,226.0,248.0,George Reeves,503.0,198655278.0,Drama|History|Romance|War,Hattie McDaniel,Thomas Mitchell,USA,G,3977000.0,384.0,8.2,16000.0
3972,Sam Peckinpah,152.0,288.0,Slim Pickens,773.0,14873.0,Adventure|War|Western,James Coburn,Warren Oates,USA,Approved,3800000.0,575.0,6.8,251.0
3974,George Sidney,107.0,83.0,Howard Keel,277.0,8000000.0,Biography|Comedy|Musical|Romance|Western,Keenan Wynn,Betty Hutton,USA,Passed,3768785.0,244.0,7.0,456.0
3978,Vincente Minnelli,102.0,48.0,Reginald Owen,89.0,2956000.0,Adventure|Comedy|Musical|Romance,Gladys Cooper,Ellen Ross,USA,Approved,3700000.0,78.0,7.1,359.0
3985,Jim Abrahams,88.0,318.0,Lloyd Bridges,628.0,83400000.0,Comedy,Peter Graves,Barbara Billingsley,USA,PG,3500000.0,575.0,7.8,16000.0
3987,F. Gary Gray,97.0,624.0,John Witherspoon,826.0,27900000.0,Comedy|Drama,Nia Long,Tony Cox,USA,R,3500000.0,723.0,7.3,8000.0
3990,Michael Gornick,85.0,178.0,Holt McCallany,3000.0,14000000.0,Comedy|Fantasy|Horror|Thriller,George Kennedy,Dorothy Lamour,USA,R,3500000.0,273.0,6.0,1000.0
3996,Robert Eggers,92.0,159.0,Kate Dickie,648.0,25138292.0,Horror|Mystery,Julian Richings,Ralph Ineson,USA,R,3500000.0,191.0,6.8,43000.0
3997,Michael Martin,93.0,78.0,Master P,625.0,10305534.0,Comedy,Joe Estevez,Anthony Johnson,USA,R,3500000.0,118.0,3.9,280.0
3998,Edward Burns,96.0,111.0,Frank Vincent,385.0,9449219.0,Comedy|Drama|Romance,John Mahoney,Michael McGlone,USA,R,3500000.0,356.0,6.1,453.0
4008,Robert Cary,101.0,681.0,Fred Willard,827.0,220234.0,Comedy|Romance,Frances Conroy,Kevin Sussman,USA,R,3500000.0,729.0,6.5,360.0
4009,Akiva Schaffer,102.0,536.0,Nicholas Braun,622.0,34350553.0,Action|Comedy|Sci-Fi,Will Forte,Rosemarie DeWitt,USA,R,68000000.0,591.0,5.7,15000.0
4010,Adam Rapp,98.0,405.0,Will Ferrell,11000.0,101228.0,Comedy|Drama,Zooey Deschanel,Dallas Roberts,USA,R,3500000.0,8000.0,6.4,414.0
4011,Angela Robinson,91.0,660.0,Geoff Stults,4000.0,96793.0,Action|Comedy|Romance,Jordana Brewster,Scoot McNairy,USA,PG-13,3500000.0,756.0,5.3,1000.0
4025,J.C. Chandor,107.0,969.0,Demi Moore,18000.0,5354039.0,Biography|Drama|Thriller,Kevin Spacey,Ashley Williams,USA,R,3500000.0,2000.0,7.1,21000.0
4028,Damien Chazelle,107.0,535.0,Melissa Benoist,24000.0,13092000.0,Drama|Music,J.K. Simmons,Chris Mulkey,USA,R,3300000.0,970.0,8.5,129000.0
4038,Eric Styles,92.0,405.0,Rupert Graves,631.0,7680.0,Drama|Romance,Samantha Morton,Miriam Margolyes,USA,R,2000000.0,443.0,6.4,100.0
4044,Mike Mills,105.0,157.0,Lou Taylor Pucci,1000.0,5776314.0,Comedy|Drama|Romance,Goran Visnjic,Mary Page Keller,USA,R,3200000.0,394.0,7.2,15000.0
4051,Spike Lee,115.0,360.0,Cedric the Entertainer,1000.0,38168022.0,Comedy|Documentary,Bernie Mac,Steve Harvey,USA,R,3000000.0,436.0,6.6,290.0
4052,Tod Williams,98.0,189.0,Molly Ephraim,438.0,84749884.0,Horror,Sprague Grayden,Micah Sloat,USA,R,3000000.0,332.0,5.7,14000.0
4058,James DeMonaco,85.0,535.0,Adelaide Kane,942.0,64423650.0,Horror|Sci-Fi|Thriller,Rhys Wakefield,Chris Mulkey,USA,R,3000000.0,810.0,5.7,31000.0
4059,Scott Derrickson,110.0,412.0,Victoria Leigh,1000.0,48056940.0,Horror|Mystery,Danielle Kotch,James Ransone,USA,R,3000000.0,419.0,6.8,58000.0
4060,David Raynr,113.0,12.0,Mikki Padilla,71.0,19184015.0,Biography|Comedy|Documentary,Nancy O'Dell,Dayna Devon,USA,R,3000000.0,65.0,5.4,63.0
4063,Charles Martin Smith,98.0,693.0,Bill Cobbs,2000.0,24629916.0,Comedy|Drama|Family|Sport,Kevin Zegers,Michael Jeter,USA,PG,3000000.0,970.0,5.1,902.0
4067,Patrick Read Johnson,100.0,175.0,Royal Dano,610.0,15369573.0,Adventure|Comedy|Sci-Fi,Ariana Richards,Tonya Lee Williams,USA,PG,3000000.0,232.0,5.3,710.0
4070,Adam Marcus,91.0,307.0,Leslie Jordan,935.0,15935068.0,Fantasy|Horror|Thriller,Kane Hodder,Erin Gray,USA,R,2500000.0,805.0,4.3,949.0
4072,Michel Gondry,100.0,220.0,Dave Chappelle,989.0,11694528.0,Comedy|Documentary|Music,Common,Lauryn Hill,USA,R,3000000.0,744.0,7.2,635.0
4075,Benny Boom,84.0,706.0,Donald Faison,1000.0,10017041.0,Action|Comedy|Crime,Omari Hardwick,Mike Epps,USA,R,3000000.0,927.0,5.9,545.0
4081,Nnegest Likké,99.0,233.0,Jimmy Jean-Louis,939.0,7059537.0,Comedy,Mo'Nique,Joyful Drake,USA,PG-13,3000000.0,407.0,3.0,837.0
4082,Richard Linklater,109.0,48.0,Ariane Labed,140.0,8114507.0,Drama|Romance,Seamus Davey-Fitzpatrick,Athina Rachel Tsangari,USA,R,3000000.0,63.0,7.9,62000.0
4083,Christopher Leitch,95.0,152.0,Robert Neary,641.0,7888703.0,Comedy|Fantasy,John Astin,Kim Darby,USA,PG,3000000.0,168.0,3.2,491.0
4084,Don Coscarelli,97.0,135.0,A. Michael Baldwin,674.0,7282851.0,Action|Fantasy|Horror|Sci-Fi|Thriller,Angus Scrimm,James Le Gros,USA,R,3000000.0,174.0,6.5,812.0
4086,Patricia Cardoso,90.0,453.0,Lupe Ontiveros,953.0,5844929.0,Comedy|Drama,America Ferrera,George Lopez,USA,PG-13,3000000.0,625.0,7.0,595.0
4090,Peter M. Cohen,82.0,51.0,Brian Van Holt,472.0,4142507.0,Comedy|Romance,Callie Thorne,David Heyman,USA,R,3000000.0,324.0,4.4,131.0
4094,Anthony Hickox,98.0,222.0,Zach Galligan,687.0,3902679.0,Fantasy|Horror,Julian Sands,Paula Marshall,USA,R,3000000.0,233.0,5.3,217.0
4095,Tom Schulman,95.0,267.0,George Hamilton,578.0,3559990.0,Comedy|Crime,Kristy Swanson,Dyan Cannon,USA,R,3000000.0,341.0,5.3,417.0
4097,Jill Sprecher,104.0,194.0,Rob McElhenney,11000.0,3287435.0,Drama,Matthew McConaughey,Amy Irving,USA,R,4500000.0,813.0,7.1,430.0
4103,George Gallo,89.0,24.0,Joe Howard,489.0,2223990.0,Comedy|Documentary,Eddie Griffin,Robert Noble,USA,R,3000000.0,26.0,6.6,26.0
4104,Kevin Smith,102.0,387.0,Haley Joel Osment,40000.0,1821983.0,Comedy|Drama|Horror,Johnny Depp,Michael Parks,USA,R,3000000.0,3000.0,5.4,20000.0
4110,Michael Landon Jr.,87.0,331.0,Kevin Gage,702.0,252726.0,Drama|Family|Western,William Morgan Sheppard,Brianna Brown,USA,PG,3000000.0,366.0,7.2,76.0
4121,Kate Connor,100.0,847.0,Eric Stoltz,1000.0,73678.0,Drama|History|War,Johnny Pacar,Brendan Fehr,USA,R,3000000.0,902.0,5.9,348.0
4123,Jason Alexander,97.0,56.0,Patti LuPone,599.0,39852.0,Comedy|Drama,Gretchen Mol,Peter Onorati,USA,R,3000000.0,325.0,6.7,117.0
4128,Tim Burton,108.0,11000.0,Alan Rickman,40000.0,334185206.0,Adventure|Family|Fantasy,Johnny Depp,Anne Hathaway,USA,PG,200000000.0,25000.0,6.5,24000.0
